name,attributes,image,rarity score,rank
Bobblehead #26,"[{'value': 'Blue Alien', 'trait_type': 'Race'}, {'value': 'Dark Green', 'trait_type': 'Background'}, {'value': 'Potted Plant', 'trait_type': 'Left Item'}, {'value': 'Glass of Scotch', 'trait_type': 'Right Item'}, {'value': 'Jacket', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Eye Mask', 'trait_type': 'Eye Accessory'}, {'value': 'Wide Open', 'trait_type': 'Mouth'}, {'value': 'Helicopter', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmdSb7Z2BUufh9LYByy3BYiNbXwZX3svTQgeqxRg7MneQY,562.1975771073043,11
Bobblehead #22,"[{'value': 'Blue Alien', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Triple Spatula', 'trait_type': 'Left Item'}, {'value': 'Dog on a Leash', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Eyepatch', 'trait_type': 'Eye Accessory'}, {'value': 'Wide Open', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'value': 'Silver Studs (Pair)', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmXqfFY4be7t4gMXqSFLYGC4WP1DCPtVD2pG2r9yicP3dp,555.8284905580986,12
Bobblehead #30,"[{'value': 'Blue Alien', 'trait_type': 'Race'}, {'value': 'Fluorescent Orange', 'trait_type': 'Background'}, {'value': 'Dog on a Leash', 'trait_type': 'Left Item'}, {'value': 'Surfboard', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Bowtie', 'trait_type': 'Neck Accessory'}, {'value': 'Beanie', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmVApCFMsmeUjJDuJAPisJnm5KuqsXibkvUZMS9ghLWmgy,519.8122087862749,13
Bobblehead #2414,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Purple', 'trait_type': 'Background'}, {'value': 'Sword', 'trait_type': 'Left Item'}, {'value': 'Indestructable Phone', 'trait_type': 'Right Item'}, {'value': 'Jacket', 'trait_type': 'Top'}, {'value': 'Shorts', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Cyclops', 'trait_type': 'Eyes'}, {'value': 'Third Eye', 'trait_type': 'Eye Accessory'}, {'value': 'Neutral', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Wizard Hat', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmZgGrFRSycyZUvPdDECsvDdRLkDDJzEgBiRtkopCAk33K,508.60851498936603,14
Bobblehead #9509,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Teal Blue', 'trait_type': 'Background'}, {'value': 'Glass of Scotch', 'trait_type': 'Left Item'}, {'value': 'Sword', 'trait_type': 'Right Item'}, {'value': 'Jacket', 'trait_type': 'Top'}, {'value': 'Track Pants', 'trait_type': 'Bottoms'}, {'value': 'Ice', 'trait_type': 'Puck'}, {'value': 'Cyclops', 'trait_type': 'Eyes'}, {'value': 'Third Eye', 'trait_type': 'Eye Accessory'}, {'value': 'Wide Open', 'trait_type': 'Mouth'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmSpkJQYVgEhJWMQ7y3DGqfcdpmgWL26H7UVd9Qp4PCGtn,499.15845255627386,15
Bobblehead #827,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Dog on a Leash', 'trait_type': 'Left Item'}, {'value': 'Menorah', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Cyclops', 'trait_type': 'Eyes'}, {'value': 'Third Eye', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Bald', 'trait_type': 'Hair'}, {'value': 'Fez', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Neck Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmZepn86VQDhZoo5n8iVJQxXKu5wa9ip31UAoX8PZqkUtV,488.7933239922847,16
Bobblehead #8317,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Purple', 'trait_type': 'Background'}, {'value': 'White Flag', 'trait_type': 'Left Item'}, {'value': 'Toy Gun', 'trait_type': 'Right Item'}, {'value': 'Track Suit Top', 'trait_type': 'Top'}, {'value': 'Track Pants', 'trait_type': 'Bottoms'}, {'value': 'Red', 'trait_type': 'Puck'}, {'value': 'Cyclops', 'trait_type': 'Eyes'}, {'value': 'Third Eye', 'trait_type': 'Eye Accessory'}, {'value': 'Bubblegum', 'trait_type': 'Mouth'}, {'value': 'Fantom Chain', 'trait_type': 'Neck Accessory'}, {'value': 'Bunny Ears', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmWxRfhJT7JJZSgXPM8acqwJbVUKpvYCytoQ27ViyELPU3,487.7088642451876,17
Bobblehead #7207,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'White Flag', 'trait_type': 'Left Item'}, {'value': 'Crystal Ball', 'trait_type': 'Right Item'}, {'value': 'T-Shirt', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Orange', 'trait_type': 'Puck'}, {'value': 'Cyclops', 'trait_type': 'Eyes'}, {'value': 'Third Eye', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Tie', 'trait_type': 'Neck Accessory'}, {'value': 'Party Hat', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmNiVpxM2YKbxw7NCEhGPgJrmfjKBZnCBLrnTZbyKm7n5Z,470.84313474694227,18
Bobblehead #5215,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Outer Space Explosion', 'trait_type': 'Background'}, {'value': 'Menorah', 'trait_type': 'Left Item'}, {'value': 'Toy Gun', 'trait_type': 'Right Item'}, {'value': 'Astronaut Suit', 'trait_type': 'Top'}, {'value': 'Astronaut Suit', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Fantom', 'trait_type': 'Eyes'}, {'value': '3D Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Bubblegum', 'trait_type': 'Mouth'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Pirate Hat', 'trait_type': 'Hat'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmSsiiycPo7fLyDwhRwvG9PKPzSCYea5xn3F1cwC2ajGrX,460.3148768224314,19
Bobblehead #8312,"[{'value': 'Ape', 'trait_type': 'Race'}, {'value': 'Garden Park', 'trait_type': 'Background'}, {'value': 'White Flag', 'trait_type': 'Left Item'}, {'value': 'Dog on a Leash', 'trait_type': 'Right Item'}, {'value': 'Crop Top', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Eye Mask', 'trait_type': 'Eye Accessory'}, {'value': 'Diamond Grillz', 'trait_type': 'Mouth'}, {'value': 'Tinfoil Hat', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmZWTYXJXd6UmsoiSsRucEWCmKSKDbVjhvUbNcSJUCMReQ,437.4520284671336,20
Bobblehead #3977,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Outer Space Explosion', 'trait_type': 'Background'}, {'value': 'Dog on a Leash', 'trait_type': 'Left Item'}, {'value': 'Toy Gun', 'trait_type': 'Right Item'}, {'value': 'Vest', 'trait_type': 'Top'}, {'value': 'Track Pants', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Rainbow Grillz', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Beanie', 'trait_type': 'Hat'}, {'trait_type': 'Ear Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmTUxZBXVwbEoDiBMrTzvm2wKs4Z35qKfeNzLuYFVBXg8m,419.3821405836694,21
Bobblehead #9874,"[{'value': 'Frog', 'trait_type': 'Race'}, {'value': 'Dark Green', 'trait_type': 'Background'}, {'value': 'Telescope', 'trait_type': 'Left Item'}, {'value': 'White Flag', 'trait_type': 'Right Item'}, {'value': 'Knight Armour', 'trait_type': 'Top'}, {'value': 'Knight Armour', 'trait_type': 'Bottoms'}, {'value': 'Green', 'trait_type': 'Puck'}, {'value': 'Closed', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'value': 'Silver Studs (Pair)', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmVp8svdm3B7GMUHQ9VKTV4RHgCopXtFL7B6gEJnss7YLo,414.06498348076383,22
Bobblehead #6817,"[{'value': 'Shiba', 'trait_type': 'Race'}, {'value': 'Red', 'trait_type': 'Background'}, {'value': 'Welding Torch', 'trait_type': 'Left Item'}, {'value': 'Surfboard', 'trait_type': 'Right Item'}, {'value': 'Knight Armour', 'trait_type': 'Top'}, {'value': 'Knight Armour', 'trait_type': 'Bottoms'}, {'value': 'Orange', 'trait_type': 'Puck'}, {'value': 'Laser Eyes', 'trait_type': 'Eyes'}, {'value': 'Tongue Out', 'trait_type': 'Mouth'}, {'value': 'Bowtie', 'trait_type': 'Neck Accessory'}, {'value': 'Diamond Stud', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Eye Accessory', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmUvojMRKDmd9rTFNaCK9bHVWFXKocmVQio2zrVrKt4aDT,403.40360026911236,23
Bobblehead #2383,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Sandy Sunset', 'trait_type': 'Background'}, {'value': 'Spock', 'trait_type': 'Left Item'}, {'value': 'Jacket', 'trait_type': 'Top'}, {'value': 'Track Pants', 'trait_type': 'Bottoms'}, {'value': 'Gray', 'trait_type': 'Puck'}, {'value': 'Bloodshot', 'trait_type': 'Eyes'}, {'value': 'Hipster Glasses', 'trait_type': 'Eye Accessory'}, {'value': 'Diamond Grillz', 'trait_type': 'Mouth'}, {'value': 'Gold Medal', 'trait_type': 'Neck Accessory'}, {'value': 'Bald', 'trait_type': 'Hair'}, {'value': 'Pirate Hat', 'trait_type': 'Hat'}, {'value': 'Gold Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Right Item', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmQc11b3bgS4xg2VD5ru3ACBPXnpS1ejzqyx24UyLfzcEe,400.53896356422194,24
Bobblehead #1586,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Cold Pink', 'trait_type': 'Background'}, {'value': 'Sparkler', 'trait_type': 'Left Item'}, {'value': 'Baloon', 'trait_type': 'Right Item'}, {'value': 'Knight Armour', 'trait_type': 'Top'}, {'value': 'Knight Armour', 'trait_type': 'Bottoms'}, {'value': 'Indigo', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Drooling', 'trait_type': 'Mouth'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Gold Hoops (Pair)', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Neck Accessory', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmdEaPtf9izqPkszdUMPxjhAeT1CKgGVeBCn9DvuUtxLyT,398.54023239289666,25
Bobblehead #2082,"[{'value': 'Frog', 'trait_type': 'Race'}, {'value': 'Sandy Sunset', 'trait_type': 'Background'}, {'value': 'Triple Spatula', 'trait_type': 'Left Item'}, {'value': 'White Flag', 'trait_type': 'Right Item'}, {'value': 'Topless', 'trait_type': 'Top'}, {'value': 'Dress Pants', 'trait_type': 'Bottoms'}, {'value': 'Yellow', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Smile', 'trait_type': 'Mouth'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'value': 'Diamond Studs (Pair)', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Neck Accessory', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmWzQUFjoa1BGXw45ap15MqYsxA5p1KMDrX4JP6ox2w1gW,395.67041806450334,26
Bobblehead #5227,"[{'value': 'Human', 'trait_type': 'Race'}, {'value': 'Fluorescent Orange', 'trait_type': 'Background'}, {'value': 'Boxing Glove', 'trait_type': 'Left Item'}, {'value': 'Menorah', 'trait_type': 'Right Item'}, {'value': 'Hawaiian Shirt', 'trait_type': 'Top'}, {'value': 'Camo Pants', 'trait_type': 'Bottoms'}, {'value': 'Royal Blue', 'trait_type': 'Puck'}, {'value': 'Fantom', 'trait_type': 'Eyes'}, {'value': '', 'trait_type': 'Eye Accessory'}, {'value': 'Rainbow Grillz', 'trait_type': 'Mouth'}, {'value': 'Fur Wrap', 'trait_type': 'Neck Accessory'}, {'value': 'Bed Hair', 'trait_type': 'Hair'}, {'value': 'Baseball Cap', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}]",https://incepthink.mypinata.cloud/ipfs/QmX9idVme3g25SsxoNNfFP1QQb4zXo4SfcamrXyFBduZCi,395.1079131491793,27
Bobblehead #1889,"[{'value': 'Ape', 'trait_type': 'Race'}, {'value': 'Red', 'trait_type': 'Background'}, {'value': 'Dog on a Leash', 'trait_type': 'Left Item'}, {'value': 'Longsleeve Shirt', 'trait_type': 'Top'}, {'value': 'Briefs', 'trait_type': 'Bottoms'}, {'value': 'Indigo', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': 'Sunglasses', 'trait_type': 'Eye Accessory'}, {'value': 'Diamond Grillz', 'trait_type': 'Mouth'}, {'value': 'Bowtie', 'trait_type': 'Neck Accessory'}, {'value': 'Party Hat', 'trait_type': 'Hat'}, {'value': 'Silver Hoop', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Right Item', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmXueDxmbxPzo4MZKEmrUHWSqvqkD4bGAA6Hux9KmYa5PD,390.08562713227684,28
Bobblehead #8603,"[{'value': 'Cat', 'trait_type': 'Race'}, {'value': 'Mountain Moonlight', 'trait_type': 'Background'}, {'value': 'Hook', 'trait_type': 'Right Item'}, {'value': 'Football Jersey', 'trait_type': 'Top'}, {'value': 'Jeans', 'trait_type': 'Bottoms'}, {'value': 'Black', 'trait_type': 'Puck'}, {'value': 'Hooded', 'trait_type': 'Eyes'}, {'value': 'Eyepatch', 'trait_type': 'Eye Accessory'}, {'value': 'Bubblegum', 'trait_type': 'Mouth'}, {'value': 'Gold Medal', 'trait_type': 'Neck Accessory'}, {'value': 'Gold Hoops (Pair)', 'trait_type': 'Ear Accessory'}, {'trait_type': 'Left Item', 'value': 'None'}, {'trait_type': 'Hat', 'value': 'None'}, {'trait_type': 'Hair', 'value': 'None'}]",https://incepthink.mypinata.cloud/ipfs/QmbKbbYFXHXPPMRVT9P7fQaa37SDdKyvyZ9XzDhMFMzpgz,389.18685291603,29
